,noah,vic,clsm
2007-08-01,-54.4824727191098,-33.36609381460934,-1.4350987470110206
2007-09-01,-43.2149219081614,-17.560421580591825,14.333603224675311
2007-10-01,-15.544668650968335,5.15039473486409,6.891927035590328
2007-11-01,-0.9591125590768086,7.65567093356825,5.914873074048528
2007-12-01,-26.607441556582053,-21.873777952556953,-24.77667135326882
2008-01-01,-1.4204705943211586,1.8743927593726286,-7.861572211178139
2008-02-01,3.915298819561909,5.4543729080086685,-2.8255943264168506
2008-03-01,9.118692965162905,6.075088087797293,-7.507160380744563
2008-04-01,18.47939911458484,13.933114789520632,-0.9210295913518446
2008-05-01,8.266313299111644,-1.3159782690540873,-6.398306465980455
2008-06-01,9.46200844794846,3.4367294076921326,-9.855018068301083
2008-07-01,18.89846370936552,6.73298492392724,11.834235599382383
2008-08-01,6.580236572152446,-3.8735936288359487,22.893369191978085
2008-09-01,-10.250756239835592,13.42020614242099,63.51663298574314
2008-10-01,7.13466518069607,46.04640006988258,65.00212947901389
2008-11-01,-24.784708736808447,4.403156982299622,15.276949096903257
2008-12-01,-3.340532943130309,19.255963287400597,23.547566485197958
2009-01-01,0.9466110769077342,19.612911514072035,16.68629240419989
2009-02-01,2.3234446092224883,18.426552193470386,13.174109351618894
2009-03-01,-3.1226561603794796,7.962430883655634,-1.9437354866733458
2009-04-01,10.6637701812818,17.84709279663841,6.2465889389531775
2009-05-01,10.866769167282161,18.458493038295796,3.1186064472736623
2009-06-01,25.912403152182534,36.820929145180735,17.97408562490335
2009-07-01,33.26008261183625,36.3972626444104,3.195845671965783
2009-08-01,24.530586726795534,19.945193092191175,-17.83349720791063
2009-09-01,30.910661064781465,22.40654164479795,-3.5729135645642343
2009-10-01,55.515816973512855,40.670577104151995,22.239459197880887
2009-11-01,39.64848202627639,23.399846013744657,9.397348170413165
2009-12-01,37.008708851564464,25.661364793979363,21.250540529375197
2010-01-01,13.61772714989014,0.25474637283689433,14.13510668444421
2010-02-01,0.583983888393879,-9.896727761665678,22.45492702619539
2010-03-01,-23.216194158065186,-30.11799479257823,-4.691723574294712
2010-04-01,-25.94255076373036,-30.674180728797772,-4.467447412412146
2010-05-01,-25.10723981764306,-41.05768110744573,4.448377702848677
2010-06-01,-6.479546888791526,-19.270840331123257,18.144603722347167
2010-07-01,-63.889979810715644,-31.467458697978916,37.49132685963124
2010-08-01,-31.446059722952025,15.363787175739086,54.58542071294207
2010-09-01,-23.120982726513372,15.013482362251057,37.20324895919683
2010-10-01,-33.651038435362786,4.642214725337142,22.820676716258692
2010-11-01,-20.78305049596464,5.147532010773256,13.415050782648661
2010-12-01,-16.784246995083507,3.046312821296791,4.713916665169754
2011-02-01,-50.464051711284604,-34.90270963599807,-36.528110406113
2011-03-01,3.0678320138043365,13.631696906079553,4.9212229794864095
2011-04-01,-4.7002070106738865,3.5429867298778897,-8.702214267556764
2011-05-01,13.373878970329832,19.565723247670693,-2.117750110555744
2011-07-01,2.6828367826724016,-2.38235105997267,-21.17078460722055
2011-08-01,4.642719171090082,0.6180167927409883,-23.197395122978374
2011-09-01,29.484669847023767,21.93082746193148,-16.03163879921196
2011-10-01,38.21292553890171,23.608691475149328,-25.907249092781424
2011-11-01,42.30745926656746,24.96880735486566,-14.037586625577735
2011-12-01,22.987911898001155,6.7349776483367405,-28.457759285133914
2012-01-01,10.822728133474204,-6.5559062298487385,-40.448948480109
2012-02-01,8.670214482365015,-10.37217017189352,-27.45999804552922
2012-03-01,3.385982603586019,-14.08416055978198,-22.62964948179022
2012-04-01,-4.808001876381292,-17.55190857462817,-23.75312060269553
2012-06-01,-11.451675164038113,-12.900495880058838,-25.737287853696117
2012-07-01,18.14359273952064,12.726417294390078,-17.411508172784806
2012-08-01,33.78711856006023,25.289220167499188,-8.66099852101586
2012-09-01,65.1600750648156,54.05005855115653,8.46474154231751
2012-11-01,30.968824938519614,11.434067049179184,-29.322602142800516
2012-12-01,29.885525790121022,10.960490961461687,-25.5324414321573
2013-01-01,15.030723855201542,-3.5639257722491062,-37.48089724256471
2013-02-01,31.763974111466656,14.450399007097618,-14.949362029892493
2013-04-01,21.822576284642288,6.604606604330417,-29.472657948616785
2013-05-01,44.280230320378045,33.50947758094915,-3.7871553196123164
2013-06-01,49.64382202833945,45.03278932805394,16.32292512411317
2013-07-01,50.57479388601478,47.69772876730111,7.802753911087605
2013-10-01,0.06676007958898268,1.997556529437011,22.259596696161534
2013-11-01,9.138005571677024,16.981465999118104,33.09343221486579
2013-12-01,-6.5605714055185995,4.473134748287463,26.19033108830965
2014-01-01,-29.507042830618353,-18.023508379479445,17.281467753998434
2014-03-01,26.4878382634757,41.060579102112946,51.933721806061584
2014-04-01,0.14884761863668108,11.565905003223179,22.83448687104274
2014-05-01,10.38653637879693,18.917974862666167,24.191368600829353
2014-06-01,-3.021851430175086,8.703936363100901,13.600134346652412
2014-08-01,12.274664166842957,19.038138265319304,6.896081938525514
2014-09-01,2.651198669729767,-2.317668972670153,0.522093152768156
2014-10-01,-5.902509944641367,-7.444559194811037,16.04511417808559
2014-11-01,-26.15169290034006,-17.92174576426201,7.132235787829647
2015-01-01,11.306576614118983,26.0984278949985,48.044280016768376
2015-02-01,17.752942617058068,36.99002494452503,58.83285206144771
2015-03-01,-11.388449527543095,10.811009252573735,44.8155873717125
2015-04-01,-23.334092389974114,12.480732436840157,57.81125411411779
2015-05-01,-8.13882979075412,26.501197659964618,69.535382841526
2015-07-01,1.672574032051085,32.52297384146279,58.355804835554345
2015-08-01,-21.33487237321943,-5.2311131240395365,1.7562860447833137
2015-09-01,-5.959167072629569,-0.3712319973020635,-2.0187700193933495
2015-12-01,30.5792455384962,30.409262012627494,32.30507683503659
2016-01-01,31.524514467391615,33.51359100245406,32.51949319644689
2016-02-01,37.95803642894167,39.20154202136821,36.76112215613588
2016-03-01,33.56808002057411,33.311154060202,28.360441332950316
2016-05-01,-9.62245978869513,-8.796262116742843,3.2751580985212825
2016-06-01,-36.01669270688293,-30.017663345553824,-3.6042718086995227
2016-07-01,-13.88151681558429,-9.090988902979937,-9.270099358228522
2016-08-01,21.869303196731597,28.234255762443315,27.087828695148836
2016-11-01,-11.744138537385648,-9.086911037773557,-6.064888363738207
2016-12-01,14.528207359790747,22.220378527938742,39.49578957472377
2017-01-01,8.688918705271853,20.41116040630277,27.72634452878351
2017-03-01,-24.011349338178274,-17.867697675818384,-12.542853499651121
2017-04-01,2.9423897820261105,6.061973625277839,18.83299396218355
2017-05-01,-2.8783059804204805,-2.863206782483933,3.2746655199575887
2017-06-01,-25.32732277327881,-18.803057203711152,-19.708778294980398
2018-06-01,-3.8438421140756653,-5.545024029567401,-7.478296736709521
2018-07-01,18.76695834513242,13.278473876443638,11.40345765457664
2018-10-01,2.62121263596094,9.126906936672718,23.959976044487455
2018-11-01,-0.5654266300019171,14.246895443266713,26.703316461142002
2018-12-01,-16.016570009268587,-0.6114131913883533,11.137286151831542
2019-01-01,-14.005284905634571,13.941848228368444,28.106744351260417
2019-02-01,18.392371600266674,46.562634806450895,53.67548945697617
2019-03-01,6.723121373517402,28.624557194874264,32.247378265970504
2019-04-01,-21.944546963666678,-1.757985542536978,5.846233888966545
2019-05-01,-15.950512978591975,2.128670108394467,-1.2158521055465177
2019-06-01,7.800106724121564,21.685940948456867,14.99543141400615
2019-07-01,18.560645683607646,22.68510807066021,11.661573075946292
2019-08-01,12.862324108532329,8.024633824857162,-12.881165460391607
2019-09-01,10.550551088772922,0.8144315752120195,-7.878407750714039
2019-10-01,11.571862826608141,-2.9926133673897097,-28.765124675481864
2019-11-01,25.50544706940998,9.26385553120885,-8.716125494896477
2019-12-01,37.732228707004154,22.238839890782216,6.887267064573807
2020-01-01,34.814611234139974,13.511880932179421,5.68729308207732
2020-02-01,40.95163984972456,18.906347043784706,17.041996564966464
2020-03-01,16.303455573976493,-2.969957537278213,-11.33820890270356
2020-04-01,17.32279518556045,1.4454742998111338,-8.259832744130897
2020-05-01,19.723950024669215,4.812243265108901,-1.3741937015579433
2020-06-01,33.610101464500296,23.41681791894715,28.709858671509547
2020-07-01,13.036819821880787,1.4231487807546845,3.1446214901708247
2020-08-01,6.53744563512268,-3.9993077873374876,6.661527782669787
2020-09-01,16.136279100472063,9.689474338506146,-0.14073946892936134
2020-10-01,46.326755245593745,31.319988434986247,3.9591400601701205
2020-11-01,78.28956802955571,58.140610313287105,32.94213716024112
2020-12-01,48.11997323053163,27.766880140402147,3.112476237181332
2021-01-01,42.67691126014338,21.67313490478543,-4.362024575664353
2021-02-01,20.65556968457451,-0.8382853966554186,-22.861699550497864
2021-03-01,41.63527472573937,18.51790559105539,-3.803582234196745
2021-04-01,60.200650991458886,40.120010897593886,18.52257333859482
2021-05-01,60.89664793459148,45.13624175677225,23.180107312572815
2021-06-01,20.264008795896245,7.680142380139175,17.286527877927497
2021-07-01,10.609444759790211,1.0726490707607506,17.414071053052737
2021-08-01,25.846832858433643,21.464843207303627,33.96110049211816
2021-09-01,47.5374797222995,37.171973176674015,27.358517962691874
2021-10-01,42.035244739245314,23.597346845516455,16.035111285461394
2021-11-01,13.512263094446308,-2.0111425445570763,-5.147596370407111
2021-12-01,-2.1347766029398927,-14.533596555481306,-19.799035623763867
2022-01-01,25.795244374135084,13.608203509807913,3.0074663776799433
2022-02-01,18.751729611637327,7.0439085695581225,-2.764396962892879
2022-03-01,27.523801957998902,13.591166255808208,0.52097445678848
2022-04-01,28.223656187510052,14.696096752938386,-0.004180385222738415
2022-05-01,14.48462709335214,-0.8600907277370858,-11.708815795215491
2022-06-01,32.83557815785413,20.935038705575856,-0.24310134712870388
2022-07-01,41.656633278605575,20.792246980590456,-11.12096107950975
2022-08-01,62.62177725803322,40.83974974091246,7.80268507461501
2022-09-01,43.22782989303196,35.63007840552368,25.702687045602637
2022-10-01,24.986787965022422,15.097074286919934,-10.983510907528485
2022-11-01,12.732530940042201,-2.54708454124043,-23.096290986616545
2022-12-01,16.373544183097437,0.5261940421139932,-10.555142570971865
2023-01-01,23.598290008657088,9.49242057551724,-6.293224528203495
2023-02-01,41.853031106574335,28.782823849721435,9.489374663320532
2023-03-01,47.39163186042684,31.029751104434965,7.100447654455043
2023-04-01,30.261932920002167,17.680856266189675,-1.3302300615259022
2023-05-01,4.343161253159965,-1.6902505018852891,-13.273979141156552
2023-06-01,1.6052594823835982,2.022304678728343,-7.144281572596252
2023-07-01,13.2214863235642,4.297128425522001,-25.725612865522674
2023-08-01,11.526371416024146,-9.903372007930553,-44.35835792270397
2023-09-01,25.032773030853967,-3.4319798231189544,-48.3187038176849
2023-10-01,37.165163495590214,6.484553514114818,-44.302696882155416
2023-11-01,-0.9612238869469715,-28.089174992269704,-47.952792412354796
2023-12-01,-23.534037727023563,-42.83997648247873,-42.52764895228869
2024-01-01,-13.77061631681817,-30.74933394568883,-28.788849747466738
2024-02-01,-16.93436187970644,-27.50530117933644,-23.53296198095982
2024-03-01,-19.535177161985086,-30.440593695335384,-31.551448531782764
2024-04-01,-24.430515506855162,-34.192156254987346,-41.12911285140083
2024-05-01,15.088762987903126,5.238875771451068,-13.470089142777553
2024-06-01,-41.58171731080516,-56.94633472603707,-45.76306409098275
2024-07-01,-64.78529201607635,-62.580776772216794,-18.252621600735296
2024-08-01,-45.58632236954591,-36.28635155965101,-13.00957736855548
2024-09-01,-65.11179743551313,-57.77106156901366,-38.648560442020646
2024-10-01,-34.793871022568354,-29.443077298647445,-33.16296543418791
2024-11-01,-8.057734117440758,-7.526268068257657,-11.607481815018886
2024-12-01,-9.663538013749003,-9.31409695120128,-18.520688378805474
2025-01-01,-21.915949340719735,-23.034289055581137,-34.91980216969471
2025-02-01,-37.150771704619935,-40.25407077300454,-51.30274882166393
2025-03-01,-28.22423884115238,-35.502342154712366,-49.515390259779394
2025-04-01,11.840437610516844,5.798288448835942,-4.412875629933542
